plant_id,species,pot_size,light_condition,location_type,watering_per_week,days_since_repot,fertilizer_ml,humidity_pct,temperature_c,prev_height_cm,height_cm,is_blooming
1382,스투키,Medium,High,실내,3,78.0,33.0,52.9,16.1,53.0,59.6,N
1383,필로덴드론,Small,Medium,실내,2,45.0,12.6,50.3,22.5,5.0,7.9,N
1384,스투키,Small,Medium,실내,0,0.0,17.7,37.8,20.8,62.0,64.2,N
1385,고무나무,Medium,Medium,베란다,4,174.0,12.9,45.1,17.7,34.1,40.8,N
1386,스투키,Medium,Medium,실내,1,39.0,29.2,46.6,17.1,25.1,22.6,N
1387,산세베리아,Medium,Low,실내,1,48.0,35.1,69.7,19.4,35.2,37.9,N
1388,몬스테라,Medium,High,실내,5,223.0,35.4,50.1,18.4,32.5,41.2,N
1389,필로덴드론,Small,High,실내,4,6.0,56.7,60.8,23.0,26.1,34.8,Y
1390,스킨답서스,Medium,,실내,0,315.0,33.9,37.0,23.3,27.6,32.0,N
1391,스투키,Small,Low,실내,2,0.0,8.7,70.6,22.5,63.6,66.3,N
1392,몬스테라,Medium,Low,실내,3,336.0,58.8,57.8,23.1,75.5,80.3,N
1393,몬스테라,Medium,Medium,실내,1,73.0,20.5,38.8,17.3,55.3,59.5,N
1394,스킨답서스,Medium,Medium,실내,1,13.0,22.7,48.8,23.5,27.4,34.1,N
1395,스투키,Large,High,실내,3,135.0,16.8,45.7,24.0,38.4,47.6,N
1396,산세베리아,Small,Medium,실내,3,271.0,11.5,57.8,22.8,18.6,20.8,N
1397,스킨답서스,Medium,High,실내,2,69.0,12.3,50.7,21.7,38.6,43.1,N
1398,스투키,Small,Medium,베란다,0,141.0,44.9,51.4,19.8,54.1,57.6,N
1399,고무나무,Medium,Medium,실내,3,466.0,24.6,45.0,23.0,73.8,76.4,N
1400,고무나무,Large,Medium,베란다,0,33.0,17.3,40.3,20.9,71.9,80.2,N
1401,몬스테라,Medium,Low,실내,1,206.0,57.5,64.8,24.8,18.6,22.2,N
1402,몬스테라,Large,Medium,베란다,4,42.0,33.9,67.0,22.8,32.2,36.7,N
1403,몬스테라,Small,High,실내,3,67.0,19.0,47.0,21.5,99.0,108.1,Y
1404,,Large,Medium,실내,3,40.0,62.3,61.0,21.0,,79.8,N
1405,고무나무,Small,High,베란다,1,71.0,53.5,44.3,21.5,121.5,127.1,N
1406,스킨답서스,Large,Medium,베란다,3,1.0,17.4,64.4,21.5,25.9,32.6,Y
1407,,Small,Low,실내,1,43.0,14.0,53.4,21.8,40.6,44.5,N
1408,산세베리아,Small,Medium,실내,0,71.0,37.4,46.1,18.1,35.5,40.8,N
1409,스킨답서스,Medium,Medium,실내,1,120.0,16.5,42.7,22.7,57.8,62.5,Y
1410,산세베리아,Large,Medium,베란다,2,122.0,24.8,68.1,22.5,41.4,44.8,N
1411,몬스테라,Small,Low,실내,2,105.0,21.3,38.3,18.5,43.9,43.4,N
1412,몬스테라,Medium,Medium,실내,4,42.0,25.5,54.1,22.7,22.6,26.7,N
1413,스투키,Large,Low,베란다,3,353.0,66.1,32.0,22.0,49.0,52.7,N
1414,몬스테라,Medium,Low,베란다,2,60.0,25.1,43.4,19.5,54.7,54.1,N
1415,스킨답서스,Small,Medium,실내,5,29.0,40.8,39.7,23.8,46.0,57.6,N
1416,필로덴드론,Medium,Medium,실내,4,97.0,26.5,25.6,26.0,44.6,49.1,N
1417,몬스테라,Medium,High,베란다,2,166.0,24.6,48.6,20.3,36.7,42.6,N
1418,몬스테라,Large,Medium,실내,2,1.0,9.2,51.0,22.3,45.4,49.7,N
1419,스킨답서스,Medium,High,베란다,0,39.0,4.3,40.9,25.7,29.5,34.6,N
1420,필로덴드론,Medium,Medium,실내,2,209.0,12.2,47.7,15.4,35.1,40.3,N
1421,스투키,Large,High,실내,3,85.0,3.0,52.2,27.7,52.0,58.3,N
1422,스킨답서스,Medium,Medium,실내,0,63.0,12.8,32.3,22.2,51.8,59.1,N
1423,몬스테라,Small,High,실내,1,321.0,24.9,55.4,24.3,,72.0,N
1424,몬스테라,Small,Medium,베란다,1,11.0,15.4,62.2,16.9,58.5,62.9,N
1425,필로덴드론,Medium,High,실내,3,115.0,3.7,58.5,17.9,,71.8,Y
1426,필로덴드론,Small,Medium,실내,2,50.0,136.1,58.8,19.1,7.7,17.8,N
1427,몬스테라,Large,Low,실내,3,9.0,22.0,53.2,18.8,50.9,55.7,N
1428,필로덴드론,Medium,Medium,실내,1,29.0,21.6,59.2,15.0,36.8,39.9,N
1429,고무나무,Small,Low,실내,4,119.0,54.2,67.8,18.4,53.6,56.9,N
1430,산세베리아,Medium,Medium,실내,1,3.0,48.4,85.2,19.5,35.6,43.6,N
1431,스킨답서스,Medium,Low,실내,1,108.0,21.6,42.6,17.7,66.6,67.4,N
1432,스킨답서스,Large,Medium,베란다,1,377.0,23.4,45.0,26.5,43.6,47.5,N
1433,스킨답서스,Large,High,베란다,1,190.0,78.5,43.4,23.9,11.1,19.1,N
1434,고무나무,Medium,Medium,실내,2,51.0,21.9,70.3,19.8,142.0,146.6,Y
1435,몬스테라,Medium,High,실내,1,18.0,46.4,73.7,23.7,34.7,41.8,Y
1436,몬스테라,Medium,Medium,실내,4,75.0,14.3,64.1,23.0,5.5,11.4,N
1437,스투키,Medium,Medium,실내,3,60.0,10.3,39.1,16.8,53.5,56.7,N
1438,고무나무,Small,High,베란다,0,428.0,34.3,51.4,23.3,93.6,97.6,Y
1439,몬스테라,Small,High,실내,3,551.0,45.9,59.2,20.7,98.0,108.0,Y
1440,고무나무,Medium,High,실내,3,63.0,7.4,59.1,24.1,16.6,23.2,N
1441,필로덴드론,Small,Medium,실내,4,19.0,33.2,78.2,18.8,60.1,67.8,N
1442,몬스테라,Small,Medium,실내,1,290.0,14.8,67.7,23.6,96.5,101.8,N
1443,고무나무,Medium,Low,실내,4,189.0,1.7,67.2,25.2,25.8,30.0,N
1444,스킨답서스,Small,Medium,실내,2,86.0,7.9,49.9,23.2,71.5,74.3,N
1445,산세베리아,Medium,Medium,실내,1,55.0,16.9,60.0,16.6,30.8,35.1,N
1446,몬스테라,Medium,High,베란다,3,71.0,45.6,35.3,29.4,50.6,59.9,N
1447,고무나무,Large,High,베란다,6,279.0,37.5,56.0,23.8,90.8,98.9,N
1448,산세베리아,Medium,Medium,베란다,4,24.0,7.0,57.1,21.3,35.6,37.8,N
1449,필로덴드론,Small,Low,베란다,2,197.0,34.7,40.0,23.9,29.6,33.7,N
1450,고무나무,Medium,High,실내,0,2.0,11.1,51.4,28.3,37.7,39.9,N
1451,스킨답서스,Large,Low,베란다,3,304.0,32.3,72.6,17.8,73.4,76.1,N
1452,고무나무,Large,Medium,실내,2,83.0,12.0,54.5,25.3,67.4,72.1,N
1453,산세베리아,Medium,Low,실내,2,31.0,74.5,62.5,21.5,25.7,30.1,N
1454,스킨답서스,Small,Medium,베란다,3,0.0,13.1,83.7,21.0,64.8,69.7,N
1455,몬스테라,Large,High,실내,1,98.0,17.8,49.5,21.2,70.9,78.7,N
1456,필로덴드론,Small,Low,베란다,1,34.0,11.1,65.2,15.7,12.0,13.5,N
1457,고무나무,Medium,Medium,실내,1,120.0,35.1,52.8,23.4,39.2,44.3,N
1458,고무나무,Medium,Medium,베란다,4,40.0,10.7,68.3,14.7,46.1,50.7,N
1459,몬스테라,Small,High,실내,1,,3.7,54.5,20.4,49.2,55.2,N
1460,고무나무,Small,High,실내,3,84.0,30.6,67.7,20.5,52.4,60.8,N
1461,스투키,Small,Low,실내,4,100.0,29.7,71.5,20.9,,51.2,N
1462,고무나무,Medium,Low,베란다,1,72.0,8.9,52.6,15.5,89.6,91.8,Y
1463,몬스테라,Large,Medium,실내,2,74.0,11.4,67.6,24.7,30.7,35.5,N
1464,고무나무,Small,Medium,실내,1,107.0,19.4,34.4,16.5,53.2,56.9,N
1465,필로덴드론,Large,Medium,실내,2,90.0,36.4,56.5,19.2,5.0,13.6,N
1466,몬스테라,Small,Low,실내,2,17.0,87.8,70.7,20.4,51.8,57.3,N
1467,필로덴드론,Medium,Low,실내,2,26.0,36.2,83.6,21.1,29.3,32.4,N
1468,스킨답서스,Small,Medium,실내,2,18.0,39.4,39.9,23.1,52.6,56.4,N
1469,,Large,Low,베란다,0,142.0,66.0,41.5,22.1,36.9,35.7,N
1470,산세베리아,Medium,High,실내,1,90.0,41.0,48.7,27.8,50.5,57.0,N
1471,스킨답서스,Medium,Low,실내,0,67.0,72.4,57.0,23.0,50.1,52.9,N
1472,고무나무,Large,Low,실내,4,192.0,25.6,47.2,22.8,102.8,100.4,N
1473,산세베리아,Medium,High,실내,3,47.0,29.9,65.7,20.3,45.6,52.4,N
1474,스킨답서스,Large,Medium,실내,2,101.0,11.3,51.6,22.9,,45.0,N
1475,스투키,Medium,High,베란다,2,9.0,9.2,46.4,20.5,38.5,47.1,N
1476,고무나무,Large,Low,실내,1,164.0,15.3,42.5,20.6,30.7,32.7,N
1477,산세베리아,Medium,Medium,실내,3,143.0,42.1,55.7,31.5,31.5,40.5,N
1478,산세베리아,Small,High,실내,7,195.0,43.7,60.5,26.6,32.5,46.1,N
1479,산세베리아,Medium,Medium,실내,2,259.0,23.7,65.9,19.4,42.0,48.8,N
1480,스킨답서스,Small,High,실내,1,170.0,51.4,50.4,23.9,41.9,53.5,N
1481,산세베리아,Medium,Medium,실내,2,223.0,16.7,60.7,22.8,39.5,45.6,N
1482,몬스테라,Medium,Medium,베란다,4,51.0,8.2,73.9,20.0,53.5,65.5,N
1483,스킨답서스,Medium,Medium,실내,2,50.0,36.5,69.8,28.3,16.8,23.5,N
1484,몬스테라,Small,Medium,실내,2,347.0,28.8,50.0,21.4,87.2,94.7,N
1485,스투키,Small,Low,실내,2,295.0,29.5,63.2,26.2,50.2,52.6,N
1486,스투키,Medium,Medium,실내,2,95.0,74.4,52.8,20.0,40.9,45.4,N
1487,스투키,Large,Medium,베란다,4,55.0,29.3,49.8,25.3,34.6,36.3,N
1488,고무나무,Medium,Medium,실내,4,241.0,47.2,43.8,26.0,83.8,93.1,N
1489,스투키,Medium,High,베란다,3,47.0,0.5,76.3,19.1,49.8,54.6,Y
1490,스킨답서스,Medium,Medium,실내,2,20.0,28.7,46.5,21.0,17.2,21.6,N
1491,스투키,Medium,High,실내,0,122.0,6.3,53.1,21.7,36.0,38.3,N
1492,스투키,Small,Medium,실내,4,5.0,20.3,32.1,26.9,42.1,47.0,N
1493,스투키,Medium,Medium,실내,1,57.0,15.8,68.2,26.7,37.0,43.9,N
1494,몬스테라,Small,High,실내,1,198.0,64.3,54.6,20.8,52.4,58.5,N
1495,고무나무,Large,,실내,2,42.0,66.9,69.3,20.8,66.4,74.3,Y
1496,고무나무,Small,Medium,실내,3,321.0,71.2,59.2,22.7,23.0,31.9,N
1497,고무나무,Medium,Low,실내,3,374.0,27.4,56.6,17.3,42.3,42.8,N
1498,스킨답서스,Small,Medium,실내,3,203.0,2.3,65.1,25.8,22.4,28.1,N
1499,스투키,Small,Medium,실내,1,527.0,33.2,54.9,19.4,68.4,70.6,N
1500,산세베리아,Medium,High,베란다,2,91.0,17.3,32.9,22.3,35.0,40.6,N
1501,스킨답서스,Small,Medium,실내,1,101.0,26.4,58.2,26.2,5.0,8.4,N
1502,스킨답서스,Small,High,베란다,2,217.0,10.0,68.3,23.3,15.1,20.5,N
1503,몬스테라,Medium,Medium,실내,2,81.0,63.4,44.6,20.8,92.6,100.6,N
1504,,Small,Medium,실내,1,63.0,41.4,29.7,18.9,46.6,49.7,N
1505,스투키,Small,Medium,실내,4,114.0,20.2,46.4,21.8,21.2,26.2,N
1506,스투키,Large,High,실내,1,129.0,12.2,58.9,21.1,63.7,64.9,Y
1507,스킨답서스,Medium,High,실내,3,167.0,45.2,40.9,29.9,39.9,46.4,N
1508,스킨답서스,Large,Low,실내,0,132.0,51.6,53.6,19.6,5.0,9.3,N
1509,고무나무,Large,Medium,실내,2,164.0,17.3,59.9,20.4,56.5,60.2,N
1510,산세베리아,Medium,Medium,실내,2,135.0,12.6,44.5,19.0,28.3,34.4,N
1511,산세베리아,Small,Low,베란다,3,79.0,27.5,70.5,21.2,24.3,25.9,N
1512,고무나무,Medium,Medium,실내,1,17.0,32.2,63.1,23.6,97.2,100.1,N
1513,필로덴드론,Large,High,실내,1,185.0,8.5,42.9,19.2,25.8,32.2,Y
1514,몬스테라,Medium,Medium,실내,5,4.0,48.2,63.4,23.1,46.0,54.9,N
1515,몬스테라,Medium,High,베란다,2,587.0,20.8,45.1,18.4,35.8,38.8,N
1516,몬스테라,Small,Medium,실내,1,212.0,56.7,48.8,24.8,87.2,91.7,N
1517,고무나무,Large,Medium,실내,2,133.0,57.4,55.5,20.6,56.2,64.4,N
1518,산세베리아,Medium,Low,베란다,2,408.0,54.0,64.9,21.0,24.2,27.6,N
1519,스투키,Large,High,베란다,2,114.0,5.9,54.5,26.2,17.8,25.3,N
1520,필로덴드론,Small,High,실내,4,7.0,7.7,60.0,20.7,23.3,28.0,N
1521,몬스테라,Small,Medium,실내,0,98.0,43.5,72.2,23.2,84.9,91.5,N
1522,필로덴드론,Small,Low,베란다,1,39.0,43.4,58.1,24.1,40.4,41.0,N
1523,스투키,Medium,Low,베란다,4,55.0,9.1,47.4,25.9,77.1,81.0,N
1524,몬스테라,Small,Low,실내,3,74.0,23.0,63.4,23.0,51.9,57.1,N
1525,스킨답서스,Small,Medium,실내,2,179.0,50.1,48.4,21.0,21.0,27.4,N
1526,스투키,Large,High,실내,4,84.0,36.0,51.5,20.4,45.6,55.8,N
1527,스투키,Small,Low,실내,1,77.0,42.8,61.8,22.9,35.6,40.6,N
1528,스투키,Large,High,실내,3,43.0,32.0,62.0,19.7,39.5,48.2,N
1529,산세베리아,Medium,Medium,실내,2,93.0,37.2,52.8,23.6,33.1,37.9,N
1530,스킨답서스,Large,Medium,베란다,2,34.0,24.0,51.2,22.6,35.4,39.7,N
1531,스투키,Medium,High,베란다,0,36.0,20.5,76.9,18.5,21.1,23.3,N
1532,고무나무,Large,Low,실내,1,170.0,26.9,28.7,18.3,122.0,122.1,N
1533,고무나무,Large,High,실내,2,50.0,48.3,59.4,22.2,50.4,60.9,N
1534,스투키,Small,Low,실내,3,6.0,15.9,55.2,21.1,43.4,47.7,N
1535,스킨답서스,Small,Medium,실내,2,51.0,18.5,49.9,24.4,24.7,32.1,N
1536,몬스테라,Small,High,실내,3,122.0,8.5,58.5,19.2,58.6,66.1,N
1537,몬스테라,Medium,High,실내,3,202.0,20.6,43.3,24.2,57.1,63.5,N
1538,고무나무,Large,Medium,실내,2,392.0,8.7,39.4,24.3,63.0,64.7,N
1539,몬스테라,Medium,Medium,실내,5,165.0,53.6,67.5,18.5,55.3,63.0,N
1540,스킨답서스,Medium,High,베란다,0,67.0,22.5,46.9,21.3,33.3,38.7,N
1541,고무나무,Small,High,실내,3,43.0,10.3,53.5,26.1,99.7,104.7,Y
1542,몬스테라,Large,Low,실내,1,17.0,48.7,27.9,23.2,40.7,46.5,N
1543,,Large,High,베란다,1,119.0,10.5,34.2,21.7,45.7,49.3,N
1544,스투키,Small,Medium,실내,3,86.0,7.3,58.0,24.6,,40.7,N
1545,필로덴드론,Medium,Medium,실내,0,136.0,3.4,68.0,20.5,67.7,69.2,N
1546,스킨답서스,Small,Medium,실내,5,32.0,4.3,46.8,21.0,59.2,65.9,N
1547,산세베리아,Medium,Medium,베란다,2,47.0,21.9,74.6,22.5,39.0,47.1,N
1548,스킨답서스,Medium,High,실내,2,41.0,23.9,70.4,26.3,25.3,31.8,Y
1549,몬스테라,Small,Medium,실내,1,192.0,37.5,65.6,19.2,109.9,113.3,N
1550,고무나무,Medium,High,실내,2,23.0,27.2,68.0,23.4,22.2,31.5,N
1551,필로덴드론,Small,Low,실내,4,113.0,26.1,70.8,20.8,10.3,16.5,N
1552,고무나무,Medium,High,실내,5,6.0,9.7,48.8,25.7,96.0,104.2,Y
1553,산세베리아,Medium,High,실내,0,96.0,50.2,49.3,24.3,14.4,17.0,N
1554,산세베리아,Small,Medium,베란다,0,8.0,30.9,63.4,21.8,43.8,46.2,Y
1555,스투키,Medium,Medium,베란다,1,23.0,20.9,40.1,23.8,44.1,49.4,N
1556,몬스테라,Medium,Medium,실내,2,14.0,28.3,59.0,20.3,40.0,47.5,N
1557,고무나무,Medium,High,실내,3,51.0,40.3,60.5,20.1,40.5,49.1,N
1558,스킨답서스,Small,High,실내,1,51.0,8.7,63.4,29.6,33.9,37.9,N
1559,산세베리아,Medium,Low,베란다,3,210.0,13.3,61.9,20.9,22.2,24.2,N
1560,필로덴드론,Large,High,실내,0,31.0,2.5,39.5,22.5,17.7,22.0,N
1561,스투키,Small,Medium,실내,2,11.0,23.3,34.5,20.8,58.5,61.2,N
1562,스투키,Small,Medium,베란다,2,111.0,34.1,55.8,18.1,49.6,53.8,N
1563,산세베리아,Small,High,베란다,3,140.0,31.4,84.3,18.9,26.8,37.3,N
1564,스투키,Medium,Medium,실내,2,42.0,40.6,43.5,23.0,27.7,35.3,N
1565,산세베리아,Small,High,베란다,3,111.0,38.3,51.1,17.8,,43.1,N
1566,스킨답서스,Medium,Medium,베란다,6,180.0,24.4,58.6,19.9,5.0,11.7,N
1567,고무나무,Medium,Low,실내,4,51.0,36.3,48.5,24.0,53.0,54.7,N
1568,몬스테라,Medium,Medium,실내,3,89.0,67.5,62.9,22.7,63.9,74.6,N
1569,,Medium,Low,베란다,1,19.0,47.4,63.5,20.8,67.5,72.1,N
1570,스킨답서스,Medium,High,실내,4,3.0,45.0,73.5,20.7,51.9,63.6,N
1571,스킨답서스,Medium,Medium,실내,2,478.0,17.4,61.6,18.9,22.8,28.8,N
1572,몬스테라,Small,Medium,실내,2,43.0,19.0,51.0,28.7,54.8,63.1,N
1573,고무나무,Small,Low,베란다,2,39.0,51.4,65.4,19.1,35.8,40.9,N
1574,산세베리아,Large,Medium,베란다,2,435.0,8.3,54.5,25.0,,44.0,N
1575,몬스테라,Small,High,실내,1,156.0,26.1,50.5,15.4,5.0,11.0,N
1576,몬스테라,Medium,Low,베란다,1,106.0,47.2,50.0,24.6,52.9,56.5,N
1577,몬스테라,Large,Medium,베란다,2,144.0,26.6,49.1,24.9,43.0,51.1,N
1578,고무나무,Small,High,베란다,4,149.0,22.1,68.1,19.2,139.8,150.5,Y
1579,고무나무,Medium,Medium,실내,3,173.0,40.4,67.9,20.1,66.7,76.3,Y
1580,스킨답서스,Medium,High,실내,0,8.0,34.0,58.4,25.2,46.9,47.7,N
1581,스투키,Large,Low,실내,4,64.0,44.7,49.7,18.6,30.1,34.1,N
1582,스투키,Large,Medium,실내,1,42.0,87.8,57.3,23.3,48.8,54.2,N
1583,스킨답서스,Medium,High,실내,3,9.0,20.1,46.2,20.0,33.7,44.5,N
1584,스킨답서스,Small,High,베란다,3,64.0,37.8,53.9,24.7,84.6,91.3,N
1585,필로덴드론,Medium,Medium,실내,1,115.0,20.3,36.9,27.6,32.3,37.4,N
1586,몬스테라,Medium,Medium,베란다,2,24.0,8.6,53.6,19.0,36.1,44.2,N
1587,고무나무,Medium,Medium,실내,6,44.0,22.5,65.5,23.8,64.1,72.7,N
1588,스킨답서스,Small,Low,실내,3,122.0,6.2,48.6,24.9,76.6,78.7,N
1589,스킨답서스,Small,High,실내,2,104.0,10.2,67.3,16.0,52.6,58.4,N
1590,고무나무,Medium,Medium,실내,3,244.0,36.8,62.4,25.0,42.3,45.9,N
1591,고무나무,Medium,Medium,실내,1,188.0,34.3,60.2,23.1,19.7,21.3,N
1592,필로덴드론,Small,High,베란다,1,404.0,58.6,48.2,23.9,48.0,56.6,Y
1593,몬스테라,Medium,Medium,실내,0,109.0,51.7,44.1,16.5,24.0,23.8,N
1594,몬스테라,Large,Medium,실내,5,144.0,13.1,67.0,24.2,95.1,101.7,N
1595,고무나무,Medium,High,실내,4,236.0,40.9,40.9,21.5,94.1,103.3,Y
1596,스킨답서스,Small,High,실내,3,220.0,34.0,50.3,18.6,48.5,60.4,N
1597,스투키,Small,Medium,실내,4,152.0,16.9,58.0,24.1,52.4,59.5,N
1598,몬스테라,Small,Low,실내,2,83.0,28.7,84.0,24.4,,24.7,N
1599,몬스테라,Large,Low,실내,0,38.0,12.3,63.6,21.8,45.2,48.7,N
1600,산세베리아,Medium,Medium,베란다,3,252.0,55.4,47.1,23.1,53.1,60.7,N
1601,몬스테라,Medium,Medium,실내,2,180.0,35.5,54.8,21.5,36.9,40.1,N
1602,스투키,Medium,High,베란다,1,218.0,59.5,52.2,17.9,43.9,52.0,N
1603,스투키,Medium,High,실내,2,18.0,25.2,58.9,21.6,53.3,60.0,N
1604,스투키,Large,High,베란다,2,,12.3,67.0,25.6,47.1,52.8,N
1605,몬스테라,Medium,Medium,실내,2,66.0,4.0,47.6,25.6,23.6,28.3,N
1606,스킨답서스,Small,High,실내,0,219.0,14.3,57.3,19.5,45.1,50.8,N
1607,몬스테라,Small,Medium,실내,3,268.0,14.1,66.7,22.7,69.2,75.1,N
1608,산세베리아,Medium,Low,베란다,6,40.0,40.8,40.6,22.2,29.4,32.2,N
1609,스투키,Large,Low,실내,4,139.0,29.7,53.3,23.5,47.6,48.6,N
1610,스킨답서스,Small,Medium,실내,1,10.0,46.3,50.6,22.2,30.8,35.2,N
1611,산세베리아,Large,High,실내,4,,16.2,54.8,24.2,48.0,54.9,N
1612,고무나무,Medium,Low,실내,3,80.0,49.6,28.4,20.8,51.9,56.8,N
1613,스킨답서스,Small,Low,실내,1,174.0,21.7,46.6,25.3,24.6,29.6,N
1614,스투키,Small,High,실내,1,267.0,13.2,29.7,20.4,57.6,65.3,N
1615,스투키,Small,Low,실내,2,49.0,4.3,42.2,22.6,73.8,74.8,N
1616,고무나무,Medium,High,실내,4,90.0,8.0,56.6,24.0,69.9,73.7,N
1617,필로덴드론,Small,Medium,실내,3,125.0,14.8,59.9,22.7,28.1,33.4,N
1618,고무나무,Medium,Low,실내,2,48.0,28.2,50.3,15.0,30.7,35.9,N
1619,스킨답서스,Medium,High,실내,2,508.0,12.6,29.6,22.9,21.2,25.8,N
1620,고무나무,Medium,Low,베란다,0,250.0,91.6,48.0,24.1,84.4,88.5,N
1621,스킨답서스,Small,Medium,실내,1,42.0,39.2,39.9,22.9,27.3,31.7,N
1622,몬스테라,Medium,Medium,베란다,1,,9.7,51.9,24.8,61.1,67.6,N
1623,스킨답서스,Medium,Low,실내,2,31.0,16.9,56.2,25.5,48.4,55.7,Y
1624,필로덴드론,Medium,Low,베란다,3,87.0,18.9,35.7,19.9,45.5,50.0,Y
1625,몬스테라,Large,Low,실내,2,138.0,31.3,50.4,16.9,37.6,42.1,N
1626,고무나무,Small,Low,실내,2,11.0,4.5,28.6,18.4,50.6,50.1,N
1627,몬스테라,Large,High,실내,1,245.0,72.1,52.7,22.2,27.0,34.5,N
1628,스킨답서스,Medium,Medium,베란다,3,108.0,87.6,52.6,23.8,35.2,45.8,N
1629,몬스테라,Medium,Medium,실내,1,548.0,34.2,36.9,21.6,63.1,68.4,N
1630,스킨답서스,Medium,Medium,실내,3,3.0,58.3,37.6,17.9,5.0,13.3,N
1631,산세베리아,Medium,High,실내,2,214.0,29.2,76.2,22.9,30.2,33.4,N
1632,스투키,Small,High,실내,3,188.0,19.3,59.1,22.0,49.5,52.2,N
1633,고무나무,Medium,High,실내,3,17.0,10.2,46.6,22.5,10.4,20.7,Y
1634,산세베리아,Medium,High,실내,5,49.0,33.5,51.0,27.4,51.0,60.7,N
1635,필로덴드론,Medium,Medium,실내,3,259.0,25.2,40.7,24.5,9.1,11.4,N
1636,스투키,Small,Medium,실내,1,88.0,41.8,57.7,21.6,85.0,89.6,N
1637,스투키,Large,Medium,베란다,0,62.0,11.5,53.6,18.0,47.2,46.9,N
1638,몬스테라,Medium,Medium,실내,1,283.0,38.2,63.8,26.0,60.9,63.3,N
1639,필로덴드론,Small,Medium,실내,1,12.0,16.1,67.3,16.7,35.9,38.0,N
1640,필로덴드론,Medium,Medium,베란다,3,77.0,11.2,71.2,21.2,34.7,36.8,N
1641,스킨답서스,Medium,High,실내,0,127.0,15.0,65.3,18.4,91.3,88.1,N
1642,산세베리아,Medium,High,실내,0,113.0,13.1,52.4,20.8,34.1,39.1,N
1643,스킨답서스,Medium,Medium,베란다,1,37.0,31.8,38.7,21.7,36.7,39.9,N
1644,고무나무,Large,High,실내,3,99.0,41.1,51.5,18.1,51.3,61.6,N
1645,몬스테라,Small,Medium,실내,5,148.0,6.4,54.4,14.7,46.4,52.8,N
1646,산세베리아,Medium,Low,베란다,3,106.0,14.2,59.7,19.1,17.2,16.6,N
1647,몬스테라,Large,Medium,베란다,2,138.0,37.8,48.3,17.9,85.9,91.3,N
1648,산세베리아,Large,Medium,실내,1,35.0,42.6,40.6,19.1,26.4,34.2,N
1649,산세베리아,Medium,Low,실내,5,215.0,29.8,58.1,21.2,35.1,39.4,N
1650,고무나무,Large,High,실내,0,72.0,23.3,84.0,26.6,83.4,86.1,N
1651,몬스테라,Small,Medium,실내,2,523.0,11.9,72.1,20.2,89.3,90.6,N
1652,·정보없음,Large,Medium,실내,3,3.0,7.4,69.3,20.4,46.9,50.5,N
1653,스투키,Small,Low,실내,4,57.0,19.1,50.6,21.7,74.3,75.7,N
1654,스투키,Small,Low,베란다,4,24.0,19.5,46.0,24.0,42.5,45.3,N
1655,몬스테라,Small,High,베란다,0,97.0,22.8,64.1,23.7,,37.0,N
1656,필로덴드론,Medium,Medium,실내,4,33.0,32.3,70.1,16.2,63.2,67.6,N
1657,스킨답서스,Small,High,실내,0,160.0,31.0,51.9,18.9,83.0,88.8,N
1658,스투키,Small,High,실내,2,256.0,36.8,48.0,25.3,17.8,25.2,N
1659,스투키,Small,Medium,실내,3,28.0,24.3,48.6,20.4,28.6,33.5,Y
1660,스킨답서스,Small,Medium,실내,3,21.0,11.6,57.6,24.9,32.0,34.4,N
1661,고무나무,Medium,High,베란다,3,250.0,75.5,54.2,24.2,77.6,91.5,N
1662,스킨답서스,Medium,High,실내,5,54.0,8.7,55.2,15.3,35.1,47.8,N
1663,필로덴드론,Small,Medium,베란다,0,68.0,11.8,69.9,17.0,55.4,55.5,N
1664,스킨답서스,Medium,High,실내,3,30.0,30.6,65.4,21.0,58.6,68.0,N
1665,필로덴드론,Large,High,실내,3,66.0,15.9,52.9,23.2,37.1,41.5,Y
1666,산세베리아,Medium,Medium,실내,3,32.0,59.2,55.0,21.2,32.5,40.9,N
1667,몬스테라,Small,Medium,실내,1,132.0,24.5,67.2,21.4,102.2,101.4,Y
1668,필로덴드론,Medium,High,베란다,6,83.0,36.3,61.3,22.1,17.9,27.9,N
1669,몬스테라,Small,Medium,베란다,2,186.0,21.3,74.8,21.7,43.1,48.1,N
1670,산세베리아,Small,Low,실내,0,45.0,5.7,63.1,21.9,22.8,24.9,Y
1671,스투키,Small,Medium,실내,2,85.0,100.0,58.1,14.9,58.6,65.2,N
1672,산세베리아,Large,Low,실내,0,36.0,29.4,49.1,21.1,19.1,22.4,N
1673,산세베리아,Small,Low,베란다,3,327.0,11.6,36.2,21.0,44.6,47.4,N
1674,산세베리아,Small,High,베란다,1,89.0,23.2,67.7,18.8,7.3,9.5,Y
1675,산세베리아,Small,Low,실내,2,23.0,41.9,67.9,19.7,41.1,42.3,N
1676,스투키,Large,Low,실내,2,38.0,4.4,71.4,17.0,52.3,57.9,Y
1677,몬스테라,Medium,Medium,실내,4,10.0,24.6,40.4,23.2,43.4,50.2,N
1678,스킨답서스,Small,Medium,실내,5,3.0,19.0,59.6,18.5,34.0,40.1,N
1679,몬스테라,Medium,Medium,실내,0,90.0,9.0,46.9,21.6,67.8,67.2,N
1680,고무나무,Medium,Low,실내,3,49.0,42.6,53.8,20.5,71.5,74.3,Y
